deadline_id,related_type,related_id,client_id,deadline_type,due_date,description,priority,status,reminder_sent,completed_date,completed_by,cost,internal_notes,created_on,modified_on
DL-4145,trademark,TM-0443,CL-0306,maintenance,08/08/2027,Maintenance for trademark TM-0443,critical,cancelled,,,,,,26 July 2020,03 September 2023
DL-4146,trademark,TM-0444,CL-0291,declaration,24/11/25,Declaration for trademark TM-0444,normal,pending,yes,,,,,30/09/19,
DL-4147,trademark,TM-0444,CL-0291,renewal,"September 12, 2030",Renewal for trademark TM-0444 - Fee payment required,medium,cancelled,,,,1488.25,,01/04/20,
DL-4148,trademark,TM-0444,CL-0291,opposition response,Unknown,Opposition Response for trademark TM-0444 - Response to office action required,urgent,pending,,,,,,16/09/2022,21/03/24
DL-4149,trademark,TM-0444,CL-0291,maintenance,08/01/2026,Maintenance for trademark TM-0444,urgent,overdue,,,,,,28/03/18,
DL-4150,trademark,TM-0445,CL-0108,renewal,2030-10-25,Renewal for trademark TM-0445 - Fee payment required,medium,overdue,,,,3290.19,,04/19/2022,
DL-4151,trademark,TM-0445,CL-0108,maintenance,"July 02, 2026",Maintenance for trademark TM-0445,low,pending,Y,,,4948.86,,11-16-2022,
DL-4152,trademark,TM-0445,CL-0108,renewal,01/26/29,Renewal for trademark TM-0445 - Fee payment required,low,cancelled,,,,1187.85,Legacy deadline record,31-10-2021,07/10/2024
DL-4153,trademark,TM-0446,CL-0152,declaration,04 June 2025,Declaration for trademark TM-0446,urgent,completed,,2023/11/09,Donald Moore,972.47,,06/30/23,
DL-4154,trademark,TM-0446,CL-0152,maintenance,08/20/24,Maintenance for trademark TM-0446,high,overdue,,,,1565.76,Legacy deadline record,25 October 2020,03/31/24
DL-4155,trademark,TM-0447,CL-0379,renewal,"January 20, 2029",Renewal for trademark TM-0447 - Fee payment required,low,pending,yes,,,,Legacy deadline record,"March 19, 2022",
DL-4156,trademark,TM-0447,CL-0379,declaration,09/04/27,Declaration for trademark TM-0447,medium,overdue,,,,4458.7,,2020-02-20,10/14/23
DL-4157,trademark,TM-0447,CL-0379,renewal,08/13/2025,Renewal for trademark TM-0447 - Fee payment required,low,pending,Y,,,3744.97,,01-04-2021,
DL-4158,trademark,TM-0448,CL-0355,declaration,11 May 2026,Declaration for trademark TM-0448,medium,pending,N,,,,,2018-12-21,20/11/24
DL-4159,trademark,TM-0448,CL-0355,statement of use,27/12/26,Statement Of Use for trademark TM-0448,normal,completed,,"September 29, 2023",Robert Nelson,4855.44,,09 October 2021,
DL-4160,trademark,TM-0448,CL-0355,renewal,12/01/2027,Renewal for trademark TM-0448 - Fee payment required,normal,overdue,,,,1282.58,,10-06-2019,06-11-2023
DL-4161,trademark,TM-0448,CL-0355,maintenance,16 April 2024,Maintenance for trademark TM-0448,critical,cancelled,,,,1579.84,,08/18/23,
DL-4162,trademark,TM-0449,CL-0004,statement of use,13/11/2025,Statement Of Use for trademark TM-0449,medium,completed,,"February 25, 2023",Elizabeth Edwards,,,04-01-2018,
DL-4163,trademark,TM-0450,CL-0085,opposition response,"April 29, 2025",Opposition Response for trademark TM-0450 - Response to office action required,high,pending,,,,,,N/A,
DL-4164,trademark,TM-0450,CL-0085,statement of use,10/14/2025,Statement Of Use for trademark TM-0450,low,overdue,,,,,,17 July 2023,
DL-4165,trademark,TM-0450,CL-0085,opposition response,2025-12-18,Opposition Response for trademark TM-0450 - Response to office action required,high,cancelled,,,,1918.26,,01-23-2020,06/18/23
DL-4166,trademark,TM-0450,CL-0085,maintenance,TBD,Maintenance for trademark TM-0450,medium,cancelled,,,,,Legacy deadline record,12 December 2020,
DL-4167,trademark,TM-0451,CL-0202,declaration,"November 24, 2027",Declaration for trademark TM-0451,low,cancelled,,,,,,12-04-2020,
DL-4168,trademark,TM-0452,CL-0174,renewal,12/10/29,Renewal for trademark TM-0452 - Fee payment required,critical,cancelled,,,,3126.72,Legacy deadline record,05/11/2018,2024-04-10
DL-4169,trademark,TM-0452,CL-0174,renewal,08/18/2026,Renewal for trademark TM-0452 - Fee payment required,medium,completed,,03-14-2023,Donna Ramirez,1380.31,,11-21-2020,2023/12/12
DL-4170,trademark,TM-0453,CL-0344,statement of use,14/04/25,Statement Of Use for trademark TM-0453,medium,overdue,,,,,,02-08-2018,2023/05/14
DL-4171,trademark,TM-0453,CL-0344,statement of use,01/21/25,Statement Of Use for trademark TM-0453,urgent,pending,no,,,,,02/28/2023,
DL-4172,trademark,TM-0454,CL-0429,declaration,28-10-2027,Declaration for trademark TM-0454,medium,overdue,,,,,,03 May 2019,06/14/2024
DL-4173,trademark,TM-0454,CL-0429,opposition response,04-18-2024,Opposition Response for trademark TM-0454 - Response to office action required,high,completed,,15 November 2023,Karen Jones,3678.89,,01-03-2020,2023-02-23
DL-4174,trademark,TM-0455,CL-0002,maintenance,20/02/2027,Maintenance for trademark TM-0455,urgent,completed,,"May 24, 2023",Sandra Rivera,4458.23,,2019/08/16,
DL-4175,trademark,TM-0455,CL-0002,declaration,03/31/2027,Declaration for trademark TM-0455,critical,cancelled,,,,3786.91,,TBD,15/03/23
DL-4176,trademark,TM-0455,CL-0002,maintenance,10/31/2025,Maintenance for trademark TM-0455,medium,pending,yes,,,,Legacy deadline record,24-09-2023,
DL-4177,trademark,TM-0456,CL-0009,renewal,11-30-2024,Renewal for trademark TM-0456 - Fee payment required,medium,cancelled,,,,,,08/09/2019,
DL-4178,trademark,TM-0456,CL-0009,maintenance,2024-11-19,Maintenance for trademark TM-0456,normal,completed,,"March 05, 2023",Ronald Thompson,,Legacy deadline record,29-01-2023,
DL-4179,trademark,TM-0457,CL-0406,maintenance,2024-12-11,Maintenance for trademark TM-0457,low,completed,,05-03-2024,Lisa White,,,05-12-2018,
DL-4180,trademark,TM-0458,CL-0297,renewal,07-05-2029,Renewal for trademark TM-0458 - Fee payment required,urgent,pending,N,,,4476.21,,17/10/22,12-07-2024
DL-4181,trademark,TM-0458,CL-0297,opposition response,2025-10-28,Opposition Response for trademark TM-0458 - Response to office action required,normal,overdue,,,,2572.26,,29/04/2019,
DL-4182,trademark,TM-0459,CL-0485,maintenance,12/29/2027,Maintenance for trademark TM-0459,critical,overdue,,,,4111.7,Legacy deadline record,24/02/18,08-28-2023
DL-4183,trademark,TM-0460,CL-0412,opposition response,13 November 2024,Opposition Response for trademark TM-0460 - Response to office action required,critical,cancelled,,,,2430.07,,01/31/18,
DL-4184,trademark,TM-0460,CL-0412,opposition response,03/12/24,Opposition Response for trademark TM-0460 - Response to office action required,high,overdue,,,,994.39,,28/02/22,00/00/0000
DL-4185,trademark,TM-0461,CL-0390,maintenance,10 September 2026,Maintenance for trademark TM-0461,low,pending,Y,,,,Legacy deadline record,05-04-2022,
DL-4186,trademark,TM-0462,CL-0262,declaration,2024-08-03,Declaration for trademark TM-0462,normal,cancelled,,,,2693.62,,2019/03/21,2023-08-08
DL-4187,trademark,TM-0462,CL-0262,statement of use,13-06-2026,Statement Of Use for trademark TM-0462,low,overdue,,,,,,2023-04-10,
DL-4188,trademark,TM-0462,CL-0262,statement of use,08-19-2025,Statement Of Use for trademark TM-0462,medium,completed,,Unknown,Betty Nguyen,,,"May 17, 2023",2023-04-07
DL-4189,trademark,TM-0462,CL-0262,maintenance,07/02/26,Maintenance for trademark TM-0462,low,cancelled,,,,3184.27,,01/01/2019,
DL-4190,trademark,TM-0463,CL-0015,maintenance,2026/03/24,Maintenance for trademark TM-0463,low,completed,,10-29-2023,Karen Baker,3924.66,,09/03/20,
DL-4191,trademark,TM-0463,CL-0015,opposition response,09/04/2025,Opposition Response for trademark TM-0463 - Response to office action required,urgent,pending,,,,2310.85,Legacy deadline record,22 March 2022,04-09-2024
DL-4192,trademark,TM-0464,CL-0055,opposition response,07/27/24,Opposition Response for trademark TM-0464 - Response to office action required,critical,overdue,,,,,,21/07/2021,04/17/2024
DL-4193,trademark,TM-0464,CL-0055,statement of use,2024/11/19,Statement Of Use for trademark TM-0464,urgent,cancelled,,,,,,06/29/2023,2023-11-04
DL-4194,trademark,TM-0465,CL-0079,declaration,03/08/24,Declaration for trademark TM-0465,critical,overdue,,,,858.88,,"November 15, 2019",
DL-4195,trademark,TM-0465,CL-0079,maintenance,11/08/2027,Maintenance for trademark TM-0465,normal,completed,,20 February 2023,Robert Diaz,,Legacy deadline record,05 December 2021,
DL-4196,trademark,TM-0466,CL-0166,statement of use,05-11-2024,Statement Of Use for trademark TM-0466,urgent,pending,,,,,Legacy deadline record,22 June 2021,11/05/2024
DL-4197,trademark,TM-0466,CL-0166,maintenance,13-01-2024,Maintenance for trademark TM-0466,high,overdue,,,,2806.43,,09-19-2020,08/28/24
DL-4198,trademark,TM-0466,CL-0166,opposition response,Unknown,Opposition Response for trademark TM-0466 - Response to office action required,normal,cancelled,,,,4173.89,Legacy deadline record,2023/08/07,2024/11/23
DL-4199,trademark,TM-0466,CL-0166,maintenance,02/26/24,Maintenance for trademark TM-0466,medium,cancelled,,,,3399.01,Legacy deadline record,05/30/2020,12/18/24
DL-4200,trademark,TM-0467,CL-0305,opposition response,"October 25, 2024",Opposition Response for trademark TM-0467 - Response to office action required,high,overdue,,,,4464.33,Legacy deadline record,13/11/23,20 January 2024
DL-4201,trademark,TM-0467,CL-0305,maintenance,17 January 2026,Maintenance for trademark TM-0467,medium,completed,,10-29-2023,Helen Martinez,4489.69,,12/01/18,
DL-4202,trademark,TM-0467,CL-0305,declaration,02-07-2027,Declaration for trademark TM-0467,low,cancelled,,,,,,18/01/2023,
DL-4203,trademark,TM-0468,CL-0150,statement of use,01-26-2026,Statement Of Use for trademark TM-0468,low,cancelled,,,,300.11,Legacy deadline record,07/03/2019,
DL-4204,trademark,TM-0468,CL-0150,renewal,14 August 2024,Renewal for trademark TM-0468 - Fee payment required,normal,completed,,11-29-2023,Robert Johnson,4869.62,,05-04-2020,14/05/2023
DL-4205,trademark,TM-0469,CL-0259,maintenance,04 October 2026,Maintenance for trademark TM-0469,medium,overdue,,,,,Legacy deadline record,06/05/2022,
DL-4206,trademark,TM-0469,CL-0259,statement of use,"April 27, 2025",Statement Of Use for trademark TM-0469,high,cancelled,,,,,Legacy deadline record,2023/11/23,
DL-4207,trademark,TM-0469,CL-0259,opposition response,11-06-2025,Opposition Response for trademark TM-0469 - Response to office action required,normal,overdue,,,,484.87,,18-10-2020,
DL-4208,trademark,TM-0470,CL-0186,opposition response,02-05-2024,Opposition Response for trademark TM-0470 - Response to office action required,medium,completed,,11 February 2024,Betty Garcia,3276.33,,15/12/2022,
DL-4209,trademark,TM-0471,CL-0096,declaration,2024/03/21,Declaration for trademark TM-0471,low,cancelled,,,,3521.11,,01-08-2019,06-05-2023
DL-4210,trademark,TM-0471,CL-0096,statement of use,05/01/2025,Statement Of Use for trademark TM-0471,critical,pending,yes,,,3712.16,,04-12-2022,2024-10-01
DL-4211,trademark,TM-0472,CL-0073,opposition response,05/15/2025,Opposition Response for trademark TM-0472 - Response to office action required,critical,cancelled,,,,2497.16,,29-04-2023,
DL-4212,trademark,TM-0472,CL-0073,opposition response,02/01/24,Opposition Response for trademark TM-0472 - Response to office action required,critical,pending,yes,,,,,09/12/19,"July 12, 2023"
DL-4213,trademark,TM-0472,CL-0073,opposition response,06-01-2025,Opposition Response for trademark TM-0472 - Response to office action required,urgent,overdue,,,,1592.62,,02 June 2018,05-05-2023
DL-4214,trademark,TM-0472,CL-0073,maintenance,03/29/2025,Maintenance for trademark TM-0472,medium,completed,,07/10/23,Dorothy Turner,,,29-08-2019,1900-01-01
DL-4215,trademark,TM-0473,CL-0049,statement of use,"November 26, 2026",Statement Of Use for trademark TM-0473,normal,pending,Y,,,253.93,,05/28/23,
DL-4216,trademark,TM-0473,CL-0049,opposition response,11-08-2024,Opposition Response for trademark TM-0473 - Response to office action required,low,overdue,,,,141.12,,2020/09/19,2023/09/14
DL-4217,trademark,TM-0474,CL-0131,opposition response,Unknown,Opposition Response for trademark TM-0474 - Response to office action required,medium,overdue,,,,,,12-04-2023,17/10/24
DL-4218,trademark,TM-0474,CL-0131,declaration,12-30-2026,Declaration for trademark TM-0474,medium,overdue,,,,2538.92,,24/07/2018,03/11/2023
DL-4219,trademark,TM-0474,CL-0131,opposition response,01-26-2024,Opposition Response for trademark TM-0474 - Response to office action required,normal,completed,,00/00/0000,Betty Robinson,462.56,,2021/04/12,
DL-4220,trademark,TM-0475,CL-0398,statement of use,05/05/2026,Statement Of Use for trademark TM-0475,critical,completed,,2023-12-08,Nancy Ramirez,414.56,Legacy deadline record,16 March 2021,02/09/23
DL-4221,trademark,TM-0475,CL-0398,maintenance,09-11-2025,Maintenance for trademark TM-0475,high,overdue,,,,3264.95,Legacy deadline record,14/10/23,12-04-2023
DL-4222,trademark,TM-0475,CL-0398,renewal,24/10/24,Renewal for trademark TM-0475 - Fee payment required,normal,completed,,N/A,Lisa Turner,,,19-12-2020,03-23-2024
DL-4223,trademark,TM-0476,CL-0421,maintenance,2026-08-22,Maintenance for trademark TM-0476,normal,completed,,31/03/2024,Lisa Green,1380.4,,2023-03-30,05/01/23
DL-4224,trademark,TM-0476,CL-0421,opposition response,"November 08, 2024",Opposition Response for trademark TM-0476 - Response to office action required,normal,cancelled,,,,4845.24,,2023/12/03,
DL-4225,trademark,TM-0476,CL-0421,renewal,1900-01-01,Renewal for trademark TM-0476 - Fee payment required,low,overdue,,,,3371.57,,01/03/2023,
DL-4226,trademark,TM-0476,CL-0421,renewal,2030/01/09,Renewal for trademark TM-0476 - Fee payment required,normal,pending,yes,,,3525.01,,27-01-2022,
DL-4227,trademark,TM-0477,CL-0188,declaration,06 June 2027,Declaration for trademark TM-0477,high,overdue,,,,3189.1,,05-08-2022,
DL-4228,trademark,TM-0477,CL-0188,statement of use,2024/11/03,Statement Of Use for trademark TM-0477,medium,pending,yes,,,,,2020/01/18,07-09-2024
DL-4229,trademark,TM-0477,CL-0188,declaration,11/22/26,Declaration for trademark TM-0477,medium,pending,,,,1955.77,,12/09/18,
DL-4230,trademark,TM-0478,CL-0438,opposition response,07/11/2024,Opposition Response for trademark TM-0478 - Response to office action required,medium,pending,Y,,,3808.56,,11-09-2019,2023/09/28
DL-4231,trademark,TM-0478,CL-0438,renewal,20/01/2030,Renewal for trademark TM-0478 - Fee payment required,low,overdue,,,,1043.72,,29/06/21,
DL-4232,trademark,TM-0478,CL-0438,statement of use,2025/05/16,Statement Of Use for trademark TM-0478,critical,overdue,,,,762.26,,19-11-2018,
DL-4233,trademark,TM-0478,CL-0438,renewal,12/05/2026,Renewal for trademark TM-0478 - Fee payment required,high,cancelled,,,,2131.9,,07/04/2021,15/06/24
DL-4234,trademark,TM-0479,CL-0032,maintenance,10-10-2024,Maintenance for trademark TM-0479,urgent,cancelled,,,,,,2020/08/21,14/11/24
DL-4235,trademark,TM-0479,CL-0032,declaration,09/06/27,Declaration for trademark TM-0479,critical,pending,yes,,,2088.83,Legacy deadline record,2020/03/02,1900-01-01
DL-4236,trademark,TM-0479,CL-0032,renewal,"June 15, 2029",Renewal for trademark TM-0479 - Fee payment required,normal,completed,,15 August 2024,John Sanchez,3452.58,,19 November 2022,
DL-4237,trademark,TM-0480,CL-0240,opposition response,14/05/25,Opposition Response for trademark TM-0480 - Response to office action required,high,overdue,,,,4879.76,,2020/01/20,
DL-4238,trademark,TM-0480,CL-0240,opposition response,2025/09/07,Opposition Response for trademark TM-0480 - Response to office action required,low,cancelled,,,,339.16,,2021/07/06,24-05-2023
DL-4239,trademark,TM-0480,CL-0240,opposition response,24-08-2024,Opposition Response for trademark TM-0480 - Response to office action required,high,overdue,,,,,Legacy deadline record,02-08-2019,10/08/24
DL-4240,trademark,TM-0480,CL-0240,maintenance,12-01-2025,Maintenance for trademark TM-0480,urgent,completed,,25/12/2023,Ruth Stewart,1480.9,,05/16/2021,
DL-4241,trademark,TM-0481,CL-0143,statement of use,TBD,Statement Of Use for trademark TM-0481,urgent,completed,,1900-01-01,Anthony Nguyen,3326.43,,03/12/20,
DL-4242,trademark,TM-0482,CL-0002,renewal,2030/05/22,Renewal for trademark TM-0482 - Fee payment required,high,completed,,17 July 2023,Joseph Harris,2585.14,,01-09-2018,06-06-2024
DL-4243,trademark,TM-0483,CL-0031,statement of use,2024/02/07,Statement Of Use for trademark TM-0483,high,completed,,15/04/2024,Kenneth Harris,,,04/09/18,10/30/2024
DL-4244,trademark,TM-0483,CL-0031,opposition response,2024/04/13,Opposition Response for trademark TM-0483 - Response to office action required,low,completed,,"December 17, 2024",Brian Walker,4073.95,,11 January 2020,03/05/2024
DL-4245,trademark,TM-0483,CL-0031,maintenance,"April 03, 2024",Maintenance for trademark TM-0483,critical,pending,no,,,3506.06,,07/09/20,
DL-4246,trademark,TM-0483,CL-0031,statement of use,2025/10/21,Statement Of Use for trademark TM-0483,normal,cancelled,,,,1145.04,,"July 29, 2019",11-10-2023
DL-4247,trademark,TM-0484,CL-0348,opposition response,07-09-2024,Opposition Response for trademark TM-0484 - Response to office action required,medium,overdue,,,,192.79,,2019-05-18,01/04/24
DL-4248,trademark,TM-0485,CL-0187,renewal,11/13/2025,Renewal for trademark TM-0485 - Fee payment required,low,pending,,,,3616.01,,"July 02, 2022",2023-07-06
DL-4249,trademark,TM-0485,CL-0187,declaration,12/16/25,Declaration for trademark TM-0485,medium,completed,,2023/12/27,Dorothy Edwards,,,07 December 2018,05-12-2023
DL-4250,trademark,TM-0486,CL-0078,renewal,21/06/2026,Renewal for trademark TM-0486 - Fee payment required,high,cancelled,,,,1544.51,Legacy deadline record,2021-01-04,19/02/2024
DL-4251,trademark,TM-0486,CL-0078,declaration,11-22-2026,Declaration for trademark TM-0486,urgent,cancelled,,,,3009.68,,2018/06/03,10/12/23
DL-4252,trademark,TM-0486,CL-0078,maintenance,2027/04/16,Maintenance for trademark TM-0486,low,cancelled,,,,1039.92,,"June 26, 2021",
DL-4253,trademark,TM-0487,CL-0417,declaration,07/06/27,Declaration for trademark TM-0487,low,overdue,,,,3677.59,,05 February 2021,06/27/2024
