tm_id,client_id,mark_text,mark_type,mark_description,goods_services,nice_classes,vienna_classes,application_number,registration_number,filing_date,priority_date,publication_date,registration_date,renewal_date,expiry_date,jurisdiction,trademark_office,status,opposition_period_end,use_basis,first_use_date,first_use_commerce_date,attorney_ref,internal_ref,estimated_cost,actual_cost,created_on,modified_on,notes
TM-0745,CL-0483,CAREPLUS219,design,Trademark for CAREPLUS219,Automotive parts,"32,5,44",,89/637106,6746534,2021/01/22,TBD,,,,,United States,USPTO,registered,,intent-to-use,,,ATT-2690,,2867.2,2068.46,2018/02/21,,
TM-0746,CL-0228,TECHPRO,,,Telecommunications services,32,,90/819769,,2021/01/07,,06-07-2019,,,,US,USPTO,published,2024-06-11,,,,,TM-INT-7667,6688.33,2394.37,05-09-2020,14-10-2024,
TM-0747,CL-0292,INNOVATEX133,logo,Trademark for INNOVATEX133,Financial services,"42, 20, 38","27.05.01, 26.01.03",90/932205,5719082,10-24-2021,,,,,,CN,CNIPA,abandoned,,,,,ATT-3122,TM-INT-5999,12916.37,,"July 22, 2018",TBD,
TM-0748,CL-0259,CYBERTECH,design,Trademark for CYBERTECH,Food and beverages,"36, 21, 29","27.05.01, 26.01.03",88/371299,6969694,2018/06/05,2021/05/31,"January 02, 2022",,,,Europe,EUIPO,opposed,,,,,ATT-3726,TM-INT-4623,,5928.44,04/11/2022,,
TM-0749,CL-0295,LIFETEC649,word,,Automotive parts,"36,35,20",,87/320953,,2018-06-04,,08/13/20,03-09-2020,19/04/2026,"August 24, 2032",CN,CNIPA,opposed,,,,,,TM-INT-1001,6183.97,,05-07-2018,"June 23, 2024",
TM-0750,CL-0310,SMARTSYS,logo,Trademark for SMARTSYS,Pharmaceutical preparations,28,"27.05.01, 26.01.03",89/556821,,18/07/23,,,"August 06, 2024",2028/07/06,02/09/2028,USA,USPTO,expired,,,,,ATT-2440,TM-INT-3545,10463.36,,30/07/21,,
TM-0751,CL-0492,NEXGEN,word,,Medical devices,17,,87/230497,,12 May 2018,,,03/15/2021,1900-01-01,"February 17, 2028",USA,USPTO,pending,,1(a),08/22/2019,01-08-2017,,TM-INT-3442,4325.04,,09/09/2023,,
TM-0752,CL-0174,TECHSTREAM,design,Trademark for TECHSTREAM,Computer software and hardware,"20,21","27.05.01, 26.01.03",88/364660,,08/01/19,,,,,,DE,DPMA,registered,,,,,ATT-1969,TM-INT-3820,12055.19,,12 December 2018,,
TM-0753,CL-0155,SPEEDWAY,design,Trademark for SPEEDWAY,Medical devices,"32,20","27.05.01, 26.01.03",90/925295,,2018/09/07,,16/08/2022,16-02-2024,05/10/26,13/12/2033,United States,USPTO,abandoned,,intent-to-use,,,,,,11815.18,15 November 2022,28/02/2024,
TM-0754,CL-0039,ADVANCEDSYS,design,Trademark for ADVANCEDSYS,Pharmaceutical preparations,25,,89/269331,6418282,19-04-2018,,,,,,EU,EUIPO,expired,,,,,ATT-2268,TM-INT-7334,,8726.83,"October 04, 2021",,
TM-0755,CL-0229,TECHMASTER62,,,Medical devices,"11, 5",,89/352925,,24/02/2020,,04/26/23,21/03/2020,29-12-2026,"August 20, 2032",CN,CNIPA,opposed,,,,,ATT-8268,TM-INT-4829,6358.0,,07-19-2021,,
TM-0756,CL-0263,DATAFLOW,design,Trademark for DATAFLOW,Financial services,"28, 19, 12","27.05.01, 26.01.03",87/343351,,"November 09, 2023",09-02-2019,,,,,US,USPTO,expired,,,,,ATT-9785,TM-INT-9570,5433.79,6708.43,"March 05, 2023",,Legacy trademark record
TM-0757,CL-0237,SMARTSYS,logo,Trademark for SMARTSYS,Computer software and hardware,"3,1","27.05.01, 26.01.03",88/827046,5283422,2022-01-26,22-11-2022,2022/10/14,,,,DE,DPMA,expired,,,,,ATT-4047,TM-INT-1459,,6305.48,13/10/2023,,Legacy trademark record
TM-0758,CL-0065,GREENTECH611,combined,Trademark for GREENTECH611,Clothing and apparel,11,,90/250510,6122152,03-03-2021,02/15/20,01-30-2020,,,,United States,USPTO,abandoned,,,,,ATT-3593,TM-INT-9469,4617.66,917.8,03-04-2022,2024-01-20,
TM-0759,CL-0313,DATAFLOW,,,Computer software and hardware,"16,41,38",,89/297139,,10/21/2021,,,,,,EU,EUIPO,expired,,,,,,TM-INT-7170,14610.08,6269.47,04-26-2020,06/24/23,
TM-0760,CL-0191,DATATECH,composite,,Computer software and hardware,17,,88/651303,5956331,08/17/2020,,,11-14-2024,11/08/2027,05 August 2030,Europe,EUIPO,expired,,,,,,TM-INT-2571,12152.64,,2019-12-28,,Legacy trademark record
TM-0761,CL-0366,SPEEDWAY,design,Trademark for SPEEDWAY,Pharmaceutical preparations,"11, 29",,87/313985,,05/05/2019,03/14/2020,30/12/22,,,,DE,DPMA,registered,,,,,ATT-9870,TM-INT-9711,1530.91,2524.47,"March 22, 2019",15-09-2024,Legacy trademark record
TM-0762,CL-0002,DATASYNC40,,,Financial services,"35,19,18",,90/451392,6511824,2018-08-30,10/19/18,,,,,Europe,EUIPO,opposed,,,,,ATT-6757,TM-INT-3048,9787.44,11419.16,"January 30, 2020",28/05/2024,
TM-0763,CL-0452,ECOPACK,logo,Trademark for ECOPACK,Automotive parts,30,,88/765579,6548045,11/03/2023,,2024/08/23,,,,US,USPTO,published,19-05-2025,1(b),,,ATT-2568,,4989.2,11265.61,10/05/2022,14/01/23,
TM-0764,CL-0289,ORGANIC,,,Pharmaceutical preparations,"18, 29",,89/985318,,04/16/23,,12/30/2024,,,,United States,USPTO,abandoned,,1(b),,,ATT-8127,TM-INT-5158,6116.46,,11/03/2020,,
TM-0765,CL-0339,DRIVETEC,design,Trademark for DRIVETEC,Telecommunications services,"1, 20","27.05.01, 26.01.03",90/546893,,12/14/2023,,2023-02-10,,,,GB,UKIPO,expired,,,,,ATT-9528,TM-INT-1982,12386.39,,11/20/2019,,
TM-0766,CL-0230,TECHMASTER,composite,,Financial services,"30,1,32",,90/653089,5053054,07-02-2023,09/30/2021,04 June 2023,26 September 2020,2026/01/30,2030/08/10,US,USPTO,published,,intent-to-use,,,ATT-1273,TM-INT-4847,,,"November 05, 2018",07/01/24,
TM-0767,CL-0117,SYSTEMCORE282,composite,,Construction materials,35,,90/594407,5273956,2022/07/29,,2024/02/22,03/10/2021,07-25-2029,2029-08-19,US,USPTO,cancelled,,intent-to-use,,,ATT-7232,TM-INT-7416,5399.58,,"August 01, 2023",2023/12/06,
TM-0768,CL-0376,MEDTECH,,,Educational services,"28,3",,89/447207,,N/A,,,22-10-2020,"April 10, 2026",13-05-2033,DE,DPMA,opposed,,,,,ATT-4524,TM-INT-5255,,8160.76,09-27-2022,03/25/2023,
TM-0769,CL-0132,TECHSTREAM,design,Trademark for TECHSTREAM,Educational services,28,,88/740684,5660983,03/10/2018,,08/22/21,,,,JP,JPO,registered,,,,,ATT-5167,TM-INT-7851,2471.88,,23-04-2019,,
TM-0770,CL-0278,WELLNESS,word,,Clothing and apparel,"32,42",,87/268751,6799896,"November 02, 2023",04/11/2018,2023/01/28,,,,CN,CNIPA,cancelled,,,,,ATT-9484,TM-INT-1222,7771.47,5597.4,28/06/21,06/06/2024,
TM-0771,CL-0318,INNOVATECH,combined,Trademark for INNOVATECH,Construction materials,"20,5,32",,87/182100,5660701,29-04-2018,,,,,,Europe,EUIPO,registered,,,,,ATT-6737,TM-INT-6372,2172.08,8602.39,05/27/23,,
TM-0772,CL-0189,MOTORPRO15,design,Trademark for MOTORPRO15,Telecommunications services,20,,90/217821,6117876,02/08/18,01/30/2019,04/21/2019,,,,DE,DPMA,cancelled,,,,,ATT-1496,,14822.81,2877.32,01/17/21,,
TM-0773,CL-0493,HEALTHPRO,combined,Trademark for HEALTHPRO,Clothing and apparel,21,"27.05.01, 26.01.03",89/744113,,24 June 2021,,,,,,Europe,EUIPO,registered,,,,,ATT-3422,,5737.86,5178.39,2021-10-14,,
TM-0774,CL-0414,NEXGEN,,,Computer software and hardware,"17, 29, 19",,88/148968,,2023-09-14,,08/08/19,,,,DE,DPMA,pending,,,,,ATT-8252,TM-INT-1760,5156.1,8095.23,17/10/23,Unknown,
TM-0775,CL-0006,DRIVETEC,design,Trademark for DRIVETEC,Food and beverages,"36,20",,90/842931,5528122,2018-04-28,,,,,,Europe,EUIPO,cancelled,,,,,,TM-INT-2022,9768.76,6060.52,2020-10-23,,Legacy trademark record
TM-0776,CL-0137,ECOPACK748,design,Trademark for ECOPACK748,Financial services,42,,89/252526,5009850,21/05/2020,,2020/02/04,,,,GB,UKIPO,published,,,,,,TM-INT-7378,,9042.17,23/11/2018,19/06/2024,Legacy trademark record
TM-0777,CL-0042,TECHVISION,composite,,Educational services,"19, 9",,90/824864,,04/09/2022,,04/24/2019,30/05/2020,2025-08-15,11/04/30,JP,JPO,registered,,,,,ATT-8455,TM-INT-7090,13180.44,11233.53,2022/03/08,04-12-2024,Legacy trademark record
TM-0778,CL-0132,SMARTSYS,,,Telecommunications services,"3,18,42",,89/774030,,05/12/20,2018/02/11,27/02/2019,,,,CN,CNIPA,pending,,,,,ATT-4660,TM-INT-7846,13632.4,,10/02/21,10/26/24,
TM-0779,CL-0335,NATURALS,design,Trademark for NATURALS,Automotive parts,"45,41,19","27.05.01, 26.01.03",88/582413,5663115,2021-09-21,,09 February 2024,,,,GB,UKIPO,opposed,,,,,,TM-INT-7882,9005.43,1575.38,05-09-2023,,Legacy trademark record
TM-0780,CL-0237,ECOPACK,logo,Trademark for ECOPACK,Medical devices,"28,18",,89/911332,,04-03-2020,22/03/2020,,,,,United States,USPTO,published,,1(b),,,ATT-5397,,6297.64,,00/00/0000,2023/06/06,Legacy trademark record
TM-0781,CL-0212,CYBERTECH,design,Trademark for CYBERTECH,Food and beverages,38,,89/496503,,21/01/2019,,12-25-2023,,,,EU,EUIPO,abandoned,,,,,,TM-INT-1548,3727.84,6543.0,"July 05, 2021",15/03/24,
TM-0782,CL-0485,SYSTEMCORE,,,Financial services,"12, 29",,87/734460,5007218,03/08/2018,,05-09-2021,,,,EU,EUIPO,expired,,,,,ATT-7258,TM-INT-8532,7499.65,4823.01,08-14-2020,"May 21, 2024",
TM-0783,CL-0137,SYSTEMCORE,,,Educational services,9,,88/390386,,08-25-2022,11 April 2021,,,,,Europe,EUIPO,opposed,,,,,,TM-INT-2866,12209.51,4823.68,02/26/21,,
TM-0784,CL-0303,ADVANCEDSYS404,,,Food and beverages,"28, 16",,89/352554,5518293,04/24/2023,,,04 December 2022,"October 24, 2029",20 November 2030,EU,EUIPO,abandoned,,,,,,,2597.87,5872.54,01/03/22,,Legacy trademark record
TM-0785,CL-0254,HEALTHPRO922,word,,Medical devices,"30, 28",,87/480923,5226310,Unknown,29-07-2022,28/03/20,02-14-2024,10/03/28,2028-06-14,Europe,EUIPO,abandoned,,,,,ATT-5722,TM-INT-3004,,8189.34,2018-10-01,05/10/2023,
TM-0786,CL-0069,TECHVISION,combined,Trademark for TECHVISION,Construction materials,"18, 20",,87/686299,6808134,03-20-2018,03/12/18,,,,,JP,JPO,cancelled,,,,,,,11544.01,6443.2,2018-12-25,16/12/24,Legacy trademark record
TM-0787,CL-0414,TECHSTREAM,,,Telecommunications services,1,,88/894683,,27/12/2021,,,2023/09/24,"January 08, 2027",2033/10/18,EU,EUIPO,registered,,,,,,TM-INT-2933,9961.64,9108.59,1900-01-01,05/18/23,
TM-0788,CL-0062,NOVALUX,combined,Trademark for NOVALUX,Pharmaceutical preparations,19,,90/616910,,10-06-2023,,07 June 2021,05/21/23,10/02/2029,"August 11, 2032",Europe,EUIPO,opposed,,,,,ATT-6879,TM-INT-8450,,3082.93,01-03-2021,,
TM-0789,CL-0443,SPEEDWAY839,logo,Trademark for SPEEDWAY839,Financial services,"35,21","27.05.01, 26.01.03",87/935366,5226277,"March 08, 2023",2021-11-04,00/00/0000,,,,US,USPTO,pending,,,,,ATT-5806,TM-INT-6993,8785.03,4930.83,2018/09/19,01-03-2023,
TM-0790,CL-0485,MEDTECH,logo,Trademark for MEDTECH,Pharmaceutical preparations,"1, 38, 30","27.05.01, 26.01.03",87/210913,5963215,,,,,,,JP,JPO,cancelled,,,,,ATT-6393,TM-INT-9658,8408.06,4346.57,05/23/20,,
TM-0791,CL-0083,CYBERSHIELD,,,Pharmaceutical preparations,"32,9",,90/280997,6900037,1900-01-01,,,,,,CN,CNIPA,registered,,,,,,TM-INT-4746,,9851.59,2020/01/10,,
TM-0792,CL-0350,CAREPLUS,word,,Financial services,21,,87/544877,6872702,"January 13, 2023",,31/08/2019,06/13/2021,2029-04-24,2031-03-26,Europe,EUIPO,cancelled,,,,,ATT-9134,TM-INT-4659,1414.91,3781.51,"April 20, 2019",,
TM-0793,CL-0353,LIFETEC,composite,,Medical devices,"21,42,29",,87/652130,5083537,11/06/21,,04-26-2023,,,,JP,JPO,registered,,,,,ATT-8660,TM-INT-3117,3947.01,,01-07-2019,,
TM-0794,CL-0231,BIOSAFE,,,Medical devices,1,,89/578864,,02 October 2022,,,,,,CN,CNIPA,cancelled,,,,,,,3906.87,1750.46,08/26/21,,Legacy trademark record
TM-0795,CL-0349,SPEEDWAY,design,Trademark for SPEEDWAY,Financial services,"11, 21","27.05.01, 26.01.03",89/155916,,2019-07-24,,03/01/19,,,,CN,CNIPA,expired,,,,,ATT-4694,TM-INT-2940,4594.06,,"December 25, 2019",06/26/2024,
TM-0796,CL-0276,SYSTEMCORE,composite,,Financial services,36,,87/391021,5441724,2020/01/29,05-15-2019,,,,,JP,JPO,published,,,,,ATT-8532,,13760.46,11687.57,2021/06/06,09/26/2024,Legacy trademark record
TM-0797,CL-0451,TECHPRO,word,,Financial services,"38, 45",,88/415957,5971440,"December 12, 2020",,,,,,CN,CNIPA,cancelled,,,,,ATT-6288,TM-INT-9016,10702.01,1260.08,09/10/2022,02-03-2023,
TM-0798,CL-0182,ORGANIC,word,,Computer software and hardware,"21,17,1",,89/398894,,20-09-2022,,14/02/24,07/02/2024,05/09/2030,07 May 2030,CN,CNIPA,pending,,,,,ATT-1501,,6379.94,,N/A,03/05/2024,
TM-0799,CL-0326,DRIVETEC603,logo,Trademark for DRIVETEC603,Automotive parts,"41,9,44",,89/720289,,07/28/2020,22/06/20,,,,,Europe,EUIPO,expired,,,,,ATT-2546,,4497.58,,TBD,,
TM-0800,CL-0301,SMARTFLOW291,composite,,Clothing and apparel,3,,89/534584,,07/17/23,,,27/03/2024,"March 27, 2028",2033-12-31,EU,EUIPO,pending,,,,,,TM-INT-8489,12904.9,,05-25-2019,,
